CAMPAÑA|ID_FINCA|ID_ZONA|ID_ESTACION|ALTITUD|VARIEDAD|MODO|TIPO|COLOR|SUPERFICIE|PRODUCCION
14|91094|379|16|610-630|59|1|0|1|0.0|6420.1
14|37661|379|16|610-630|59|1|0|1|0.0|6758.0
14|2891|379|16|610-630|59|1|0|1|0.0|13178.1
14|3555|379|16|610-630|59|1|0|1|0.0|3716.9
14|72124|379|16|610-630|32|2|0|1|0.0|4865.0
14|18581|379|16|610-630|59|2|0|1|0.0|1350.0
14|13822|379|16|610-630|59|2|0|1|0.0|1350.0
14|23846|379|16|610-630|59|2|0|1|0.0|1350.0
14|89768|379|7|610-630|52|2|0|1|0.0|3530.0
14|57254|379|7|610-630|59|1|0|1|0.0|11280.0
14|57254|379|7|610-630|32|2|0|1|0.0|18120.0
14|80170|379|7|610-630|32|2|0|1|0.0|8817.036
14|3091|379|16|610-630|81|1|0|1|0.0|26610.34
14|35785|379|16|610-630|81|1|0|1|0.0|1082.3
14|80479|379|7|610-630|52|2|0|1|0.0|19930.0
14|88517|379|16|610-630|87|1|0|0|0.0|6160.0
14|61928|379|16|610-630|81|1|0|1|0.0|4697.34
14|87201|379|16|610-630|59|1|0|1|0.0|3716.9
14|94886|726|7|610|17|1|0|1|0.0|6744.0
14|94886|726|7|610|32|2|0|1|0.0|10505.0
14|44512|726|7|610|32|2|0|1|0.0|10505.0
14|63181|726|7|610|68|1|0|0|0.0|6780.0
14|63181|726|7|610|17|1|0|1|0.0|10116.0
14|48816|726|7|610|17|1|0|1|0.0|11316.0
14|96975|726|7|610|59|1|0|1|0.0|4456.2
14|58108|726|7|610|59|1|0|1|0.0|6153.8
14|68761|726|7|610|17|1|0|1|0.0|7544.0
14|85950|474|7|620-630|9|2|0|0|0.0|4820.0
14|1270|474|7|620-630|9|2|0|0|0.0|4820.0
14|99033|474|15|620-630|81|2|0|1|0.0|2284.2
14|12869|474|7|620-630|81|2|0|1|0.0|21826.8
14|14471|474|7|620-630|81|2|0|1|0.0|1269.0
14|97777|474|7|620-630|17|1|0|1|0.0|10680.0
14|87878|474|7|620-630|15|2|0|1|0.0|7030.0
14|94554|893|7|580-600|68|1|0|0|0.0|10610.0
14|56444|893|7|580-600|59|1|0|1|0.0|11050.0
14|64499|893|7|580-600|32|2|0|1|0.0|5626.71
14|84904|893|7|580-600|32|2|0|1|0.0|4126.254
14|8690|893|7|580-600|17|2|0|1|0.0|2160.0
14|95008|893|7|580-600|17|1|0|1|0.0|3080.0
14|58150|893|7|580-600|52|2|0|1|0.0|10490.0
14|23668|893|7|580-600|59|2|0|1|0.0|10100.0
14|35287|893|7|580-600|68|1|0|0|0.0|4545.0
14|61978|893|7|580-600|17|1|0|1|0.0|19900.0
14|47401|893|7|580-600|68|1|0|0|0.0|4545.0
14|78934|506|7|600-620|17|1|0|1|0.0|6430.0
14|58567|506|7|600-620|17|2|0|1|0.0|16830.0
14|33248|506|16|600-620|17|1|0|1|0.0|25880.0
14|14470|506|7|600-620|59|1|0|1|0.0|5300.0
14|14470|506|7|600-620|32|2|0|1|0.0|58880.0
14|14470|506|7|600-620|17|2|0|1|0.0|8049.6
14|14470|506|7|600-620|59|2|0|1|0.0|7530.0
14|18139|506|7|600-620|17|1|0|1|0.0|10300.0
14|18139|506|7|600-620|59|1|0|1|0.0|6770.0
14|18139|506|7|600-620|17|2|0|1|0.0|12590.4
14|89440|506|7|600-620|26|2|0|1|0.0|4570.0
14|45489|506|16|600-620|32|2|0|1|0.0|17823.96
14|48877|506|16|600-620|32|2|0|1|0.0|33616.04
14|48877|506|16|600-620|52|2|0|1|0.0|9225.76
14|48877|506|16|600-620|59|2|0|1|0.0|15172.338
14|68089|506|16|600-620|52|2|0|1|0.0|11934.24
14|68089|506|16|600-620|59|2|0|1|0.0|19997.662
14|31153|990|18|650-680|32|2|0|1|0.0|2709.7
14|38454|990|18|650-680|32|2|0|1|0.0|2820.3
14|2821|990|18|650-680|59|2|0|1|0.0|17210.0
14|52475|990|18|650-680|59|1|0|1|0.0|5130.0
14|88005|844|18|680-720|52|2|0|1|0.0|11979.0
14|86193|844|18|680-720|59|1|0|1|0.0|12680.0
14|70752|849|5|680-720|84|2|0|0|0.0|8000.0
14|68343|849|5|680-720|81|1|0|1|0.0|13760.0
14|54960|849|5|680-720|68|1|0|0|0.0|30260.0
14|68936|849|5|680-720|87|1|0|0|0.0|13030.0
14|68936|849|5|680-720|40|2|0|1|0.0|5840.0
14|74003|849|5|680-720|59|1|0|1|0.0|17270.0
14|1848|849|5|680-720|68|2|0|0|0.0|8580.0
14|81073|849|5|680-720|32|2|0|1|0.0|6320.0
14|81073|849|5|680-720|40|2|0|1|0.0|4320.0
14|81073|849|5|680-720|52|2|0|1|0.0|12570.0
14|68718|849|5|680-720|52|2|0|1|0.0|8470.0
14|64042|849|5|680-720|59|1|0|1|0.0|21420.0
14|797|845|16|625-670|68|1|0|0|0.0|10140.0
14|797|845|16|625-670|59|1|0|1|0.0|32610.0
14|92218|845|16|625-670|87|1|0|0|0.0|3260.0
14|92218|845|16|625-670|68|1|0|0|0.0|6296.4
14|84183|845|16|625-670|59|2|0|1|0.0|1790.0
14|37952|845|16|625-670|81|1|0|1|0.0|6040.0
14|25422|845|16|625-670|59|1|0|1|0.0|11270.0
14|46560|845|16|625-670|68|1|0|0|0.0|5342.4
14|84948|845|16|625-670|68|1|0|0|0.0|7441.2
14|62968|845|16|625-670|59|1|0|1|0.0|350.7
14|14843|845|16|625-670|62|2|0|0|0.0|10650.88
14|80627|845|16|625-670|62|2|0|0|0.0|1909.12
14|80627|845|16|625-670|8|2|0|0|0.0|3419.176
14|80627|845|16|625-670|43|2|0|0|0.0|5510.0
14|45773|724|16|600-620|32|2|0|1|0.0|2940.0
14|87664|724|16|600-620|59|1|0|1|0.0|607.6
14|77554|724|16|600-620|17|1|0|1|0.0|1918.0
14|87293|724|16|600-620|32|2|0|1|0.0|14595.0
14|87293|724|16|600-620|59|2|0|1|0.0|7122.4
14|9158|724|16|600-620|59|1|0|1|0.0|9470.0
14|4334|724|16|600-620|59|2|0|1|0.0|5157.6
14|35271|724|16|600-620|40|2|0|1|0.0|9440.0
14|33486|724|16|600-620|17|1|0|1|0.0|53500.0
14|19605|724|16|600-620|17|1|0|1|0.0|17262.0
14|20934|724|16|600-620|59|1|0|1|0.0|1562.4
14|84482|272|16|600-670|81|1|0|1|0.0|16460.0
14|72027|272|5|600-670|81|1|0|1|0.0|8249.1
14|50528|272|5|600-670|59|1|0|1|0.0|19632.0
14|3860|272|5|600-670|52|2|0|1|0.0|13797.0
14|55261|272|5|600-670|59|1|0|1|0.0|11760.0
14|70620|272|16|600-670|59|1|0|1|0.0|352.5
14|97861|272|5|600-670|59|1|0|1|0.0|4060.0
14|72130|272|5|600-670|52|2|0|1|0.0|1533.0
14|72130|272|5|600-670|59|2|0|1|0.0|12810.0
14|523|272|5|600-670|59|1|0|1|0.0|2290.4
14|68145|272|5|600-670|59|1|0|1|0.0|9161.6
14|68145|272|5|600-670|81|1|0|1|0.0|4523.7
14|68145|272|5|600-670|52|2|0|1|0.0|10388.88
14|20693|272|5|600-670|59|1|0|1|0.0|1636.0
14|20693|272|5|600-670|81|1|0|1|0.0|2394.9
14|20693|272|5|600-670|32|2|0|1|0.0|67420.0
14|20693|272|5|600-670|52|2|0|1|0.0|14171.12
14|53171|272|16|600-670|59|1|0|1|0.0|2404.8
14|25377|272|16|600-670|59|1|0|1|0.0|1997.5
14|77330|272|16|600-670|59|1|0|1|0.0|3470.0
14|47612|272|16|600-670|59|1|0|1|0.0|2254.5
14|28239|272|16|600-670|17|1|0|1|0.0|19604.4
14|58595|272|16|600-670|59|1|0|1|0.0|4228.4
14|58595|272|16|600-670|59|2|0|1|0.0|3968.8
14|62629|272|16|600-670|81|1|0|1|0.0|19970.0
14|62629|272|16|600-670|81|2|0|1|0.0|18210.0
14|34512|272|16|600-670|59|1|0|1|0.0|48010.0
14|87873|272|16|600-670|59|1|0|1|0.0|8456.8
14|87873|272|16|600-670|32|2|0|1|0.0|5685.6
14|87873|272|16|600-670|59|2|0|1|0.0|7937.6
14|50343|272|16|600-670|87|1|0|0|0.0|18450.0
14|50343|272|16|600-670|17|1|0|1|0.0|12015.6
14|60279|272|5|600-670|87|1|0|0|0.0|5220.0
14|53137|272|16|600-670|81|1|0|1|0.0|11442.3
14|19679|272|16|600-670|15|2|0|1|0.0|12480.0
14|19679|272|16|600-670|32|2|0|1|0.0|18004.4
14|19679|272|16|600-670|52|2|0|1|0.0|12590.0
14|69552|272|16|600-670|59|1|0|1|0.0|2498.6
14|69552|272|16|600-670|59|2|0|1|0.0|2345.2
14|69552|272|16|600-670|65|2|0|1|0.0|5790.0
14|62606|272|16|600-670|81|1|0|1|0.0|2260.0
14|62606|272|16|600-670|81|2|0|1|0.0|12210.0
14|65838|272|16|600-670|59|1|0|1|0.0|4036.2
14|65838|272|16|600-670|59|2|0|1|0.0|3788.4
14|13450|939|16|605-615|17|1|0|1|0.0|3960.0
14|69138|939|16|605-615|17|1|0|1|0.0|15840.0
14|69138|939|16|605-615|59|1|0|1|0.0|15078.7
14|70449|939|16|605-615|17|1|0|1|0.0|17630.0
14|80485|939|16|605-615|59|1|0|1|0.0|18990.0
14|50093|939|16|605-615|17|1|0|1|0.0|6570.0
14|59874|939|16|605-615|81|1|0|1|0.0|6870.0
14|38443|939|16|605-615|17|1|0|1|0.0|5940.0
14|51130|939|16|605-615|59|1|0|1|0.0|12800.0
14|25846|939|16|605-615|59|1|0|1|0.0|1491.3
14|27761|700|16|600-610|59|1|0|1|0.0|5360.0
14|13762|700|16|600-610|17|1|0|1|0.0|10294.2
14|56879|700|16|600-610|17|1|0|1|0.0|6045.8
14|56879|700|16|600-610|59|1|0|1|0.0|3720.0
14|50245|700|16|600-610|17|1|0|1|0.0|5070.0
14|6454|700|16|600-610|59|1|0|1|0.0|21460.0
14|6454|700|16|600-610|81|1|0|1|0.0|12130.0
14|22879|700|16|600-610|87|1|0|0|0.0|11600.0
14|22879|700|16|600-610|17|1|0|1|0.0|13480.0
14|23421|700|16|600-610|17|1|0|1|0.0|1017.3
14|48438|700|16|600-610|17|1|0|1|0.0|3900.4
14|96414|700|16|600-610|17|1|0|1|0.0|4059.6
14|39276|700|16|600-610|17|2|0|1|0.0|3320.0
14|81397|700|16|600-610|17|1|0|1|0.0|4414.9
14|27819|700|16|600-610|17|1|0|1|0.0|32892.7
14|27819|700|16|600-610|59|1|0|1|0.0|5230.0
14|39081|700|16|600-610|17|1|0|1|0.0|3915.1
14|61177|700|16|600-610|17|1|0|1|0.0|350.0
14|61177|700|16|600-610|32|2|0|1|0.0|30500.0
14|61177|700|16|600-610|17|2|0|1|0.0|41620.0
14|61177|700|16|600-610|52|2|0|1|0.0|35570.0
14|42164|700|16|600-610|17|2|0|1|0.0|4980.0
14|60635|700|16|600-610|17|1|0|1|0.0|22310.0
14|60635|700|16|600-610|17|2|0|1|0.0|1380.0
14|48807|700|16|600-610|17|1|0|1|0.0|2390.0
14|55225|677|5|610|32|2|0|1|0.0|17335.0
14|2916|677|5|610|17|1|0|1|0.0|12558.0
14|2916|677|5|610|32|2|0|1|0.0|11700.0
14|2916|677|5|610|59|2|0|1|0.0|4500.0
14|96847|677|5|610|17|1|0|1|0.0|1092.0
14|34500|677|5|610|32|2|0|1|0.0|17335.0
14|68807|839|5|610|17|1|0|1|0.0|15600.0
14|44625|839|5|610|17|1|0|1|0.0|6370.0
14|44625|839|5|610|17|2|0|1|0.0|3075.8
14|37363|839|5|610|17|1|0|1|0.0|21840.0
14|37363|839|5|610|17|2|0|1|0.0|10545.6
14|90901|839|5|610|59|1|0|1|0.0|6806.0
14|90901|839|5|610|59|2|0|1|0.0|20667.0
14|27360|839|5|610|17|1|0|1|0.0|1315.4
14|56788|839|5|610|59|1|0|1|0.0|41630.0
14|92583|839|5|610|87|1|0|0|0.0|8560.0
14|92583|839|5|610|17|1|0|1|0.0|1562.4
14|11395|839|5|610|17|1|0|1|0.0|25310.0
14|11395|839|5|610|59|1|0|1|0.0|6230.0
14|11395|839|5|610|59|2|0|1|0.0|37260.0
14|56446|839|5|610|59|1|0|1|0.0|1869.4
14|68028|839|5|610|59|1|0|1|0.0|2013.2
14|73893|839|5|610|65|2|0|1|0.0|9870.0
14|61431|839|5|610|59|2|0|1|0.0|8710.0
14|55518|839|5|610|17|1|0|1|0.0|9470.0
14|52030|839|5|610|17|1|0|1|0.0|1315.4
14|528|839|5|610|59|1|0|1|0.0|22780.0
14|17407|839|5|610|59|1|0|1|0.0|10497.4
14|30114|839|5|610|59|1|0|1|0.0|1394.0
14|30114|839|5|610|59|2|0|1|0.0|4233.0
14|2716|839|5|610|17|1|0|1|0.0|4017.6
14|86267|839|5|610|52|1|0|1|0.0|1740.0
14|57440|839|5|610|32|2|0|1|0.0|4860.0
14|67670|751|5|600-620|17|1|0|1|0.0|646.2
14|67670|751|5|600-620|17|2|0|1|0.0|4458.6
14|13313|751|5|600-620|17|1|0|1|0.0|10523.2
14|56863|751|5|600-620|17|1|0|1|0.0|1436.0
14|56863|751|5|600-620|17|2|0|1|0.0|9908.0
14|28410|751|5|600-620|17|1|0|1|0.0|5097.8
14|28410|751|5|600-620|17|2|0|1|0.0|35173.4
14|49130|751|5|600-620|17|1|0|1|0.0|5919.3
14|35410|751|5|600-620|17|1|0|1|0.0|11180.9
14|85541|751|5|600-620|17|1|0|1|0.0|1315.4
14|66801|751|5|600-620|17|1|0|1|0.0|11838.6
14|8332|751|5|600-620|17|1|0|1|0.0|4603.9
14|93538|373|5|670|17|1|0|1|0.0|16170.0
14|93538|373|5|670|59|1|0|1|0.0|4270.0
14|69576|373|5|670|68|1|0|0|0.0|3396.0
14|75702|373|5|670|17|1|0|1|0.0|17290.0
14|75702|373|5|670|17|2|0|1|0.0|8348.6
14|20456|373|5|670|59|1|0|1|0.0|15300.0
14|85546|373|5|670|68|1|0|0|0.0|22357.0
14|85546|373|5|670|17|1|0|1|0.0|14469.4
14|91794|373|5|670|68|1|0|0|0.0|2547.0
14|33453|170|5|620-640|17|1|0|1|0.0|10475.4
14|91148|170|5|620-640|17|1|0|1|0.0|20334.6
14|31899|170|5|620-640|17|1|0|1|0.0|10380.0
14|54128|170|18|620-640|17|1|0|1|0.0|18190.0
14|66551|209|18|620-640|17|1|0|1|0.0|4430.0
14|49778|209|18|620-640|52|1|0|1|0.0|2991.6
14|25671|209|18|620-640|68|1|0|0|0.0|11180.0
14|25671|209|18|620-640|52|1|0|1|0.0|2548.4
14|25690|209|18|620-640|87|1|0|0|0.0|5640.0
14|3646|209|18|620-640|17|1|0|1|0.0|3280.0
14|5897|209|18|620-640|15|2|0|1|0.0|14340.0
14|66667|209|18|620-640|32|2|0|1|0.0|11220.0
14|63812|209|18|620-640|40|1|0|1|0.0|5230.0
14|90366|252|18|650|17|2|0|1|0.0|14880.0
14|70411|307|18|640|17|2|0|1|0.0|43140.0
14|52304|307|18|640|52|2|0|1|0.0|12601.079
14|76319|307|18|640|52|2|0|1|0.0|21668.921
14|15074|307|18|640|59|2|0|1|0.0|37950.0
14|44713|511|16|620|59|1|0|1|0.0|7880.0
14|39495|511|16|620|17|1|0|1|0.0|17820.0
14|66350|417|18|660-680|32|2|0|1|0.0|15130.0
14|66350|417|18|660-680|59|2|0|1|0.0|13810.0
14|16785|417|18|660-680|15|2|0|1|0.0|4360.0
14|16785|417|18|660-680|52|2|0|1|0.0|1331.0
14|82928|417|18|660-680|15|2|0|1|0.0|15840.0
14|82928|417|18|660-680|32|2|0|1|0.0|14870.0
14|63365|417|18|660-680|59|1|0|1|0.0|18920.0
14|72760|417|18|660-680|32|2|0|1|0.0|5570.0
14|87434|417|18|660-680|15|2|0|1|0.0|7520.0
14|76588|417|18|660-680|59|1|0|1|0.0|8390.0
14|76588|417|18|660-680|32|2|0|1|0.0|22670.0
14|55497|417|18|660-680|59|1|0|1|0.0|13620.0
14|71764|36|18|630-640|87|2|0|0|0.0|24400.0
14|71764|36|18|630-640|17|2|0|1|0.0|32176.2
14|4052|36|18|630-640|17|2|0|1|0.0|20684.7
14|17043|36|18|630-640|17|2|0|1|0.0|23749.1
14|52973|36|18|630-640|43|2|0|0|0.0|4920.0
14|39112|266|18|650-660|32|2|0|1|0.0|44650.0
14|43256|266|18|650-660|87|1|0|0|0.0|450.0
14|43256|266|18|650-660|87|2|0|0|0.0|4720.0
14|4032|266|18|650-660|87|1|0|0|0.0|3240.0
14|93168|266|18|650-660|59|1|0|1|0.0|6784.0
14|67743|266|18|650-660|59|1|0|1|0.0|5088.0
14|55823|266|18|650-660|59|1|0|1|0.0|5088.0
14|38025|266|18|650-660|59|1|0|1|0.0|30170.0
14|11536|803|5|630-640|32|2|0|1|0.0|4490.0
14|75171|803|5|630-640|17|1|0|1|0.0|1249.3
14|75171|803|5|630-640|17|2|0|1|0.0|9656.5
14|98140|803|5|630-640|84|1|0|0|0.0|3591.7
14|98140|803|5|630-640|87|2|0|0|0.0|1080.0
14|98140|803|5|630-640|59|2|0|1|0.0|22401.5
14|78281|803|5|630-640|17|1|0|1|0.0|18640.0
14|78281|803|5|630-640|59|2|0|1|0.0|18328.5
14|74427|803|5|630-640|17|1|0|1|0.0|1088.1
14|74427|803|5|630-640|17|2|0|1|0.0|8410.5
14|92544|803|5|630-640|17|1|0|1|0.0|4160.0
14|21807|803|5|630-640|59|1|0|1|0.0|5320.0
14|10091|803|5|630-640|87|1|0|0|0.0|5100.0
14|85548|803|5|630-640|84|1|0|0|0.0|1832.5
14|85548|803|5|630-640|32|2|0|1|0.0|10610.0
14|85548|803|5|630-640|26|2|0|1|0.0|31930.0
14|85548|803|5|630-640|52|2|0|1|0.0|566.4
14|71300|803|5|630-640|68|1|0|0|0.0|7500.0
14|71300|803|5|630-640|84|1|0|0|0.0|1905.8
14|71300|803|5|630-640|52|2|0|1|0.0|1203.6
14|5308|803|5|630-640|59|1|0|1|0.0|8080.0
14|88691|803|5|630-640|17|1|0|1|0.0|1692.6
14|88691|803|5|630-640|17|2|0|1|0.0|13083.0
14|92187|284|5|630-670|17|1|0|1|0.0|35190.0
14|4593|284|5|630-670|17|1|0|1|0.0|1382.0
14|10311|284|5|630-670|17|1|0|1|0.0|12438.0
14|2083|284|5|630-670|59|1|0|1|0.0|10970.0
14|38481|284|5|630-670|59|1|0|1|0.0|14483.7
14|84689|284|5|630-670|87|1|0|0|0.0|4735.5
14|65878|284|5|630-670|87|1|0|0|0.0|3348.0
14|65878|284|5|630-670|68|1|0|0|0.0|7374.9
14|65878|284|5|630-670|84|1|0|0|0.0|4480.0
14|81034|284|5|630-670|87|1|0|0|0.0|6814.5
14|81034|284|5|630-670|59|1|0|1|0.0|4020.0
14|11587|284|5|630-670|87|1|0|0|0.0|5022.0
14|11587|284|5|630-670|68|1|0|0|0.0|11535.1
14|11587|284|5|630-670|59|1|0|1|0.0|5120.0
14|11587|284|5|630-670|59|2|0|1|0.0|4340.0
14|28362|284|5|630-670|9|2|0|0|0.0|2310.0
14|20712|284|5|630-670|59|1|0|1|0.0|9410.0
14|91040|284|5|630-670|52|1|0|1|0.0|3040.0
14|91040|284|5|630-670|59|1|0|1|0.0|5850.0
14|91040|284|5|630-670|81|1|0|1|0.0|3400.0
14|40675|284|5|630-670|59|1|0|1|0.0|4326.3
14|94152|559|5|700|59|1|0|1|0.0|7460.0
14|38681|559|16|700|59|1|0|1|0.0|3340.0
14|1885|559|19|700|59|1|0|1|0.0|6700.0
14|44150|653|18|635|17|1|0|1|0.0|2530.0
14|44150|653|18|635|59|1|0|1|0.0|9500.0
14|44150|653|18|635|32|2|0|1|0.0|5070.0
14|44150|653|18|635|9|2|0|0|0.0|5640.0
14|79247|653|18|635|32|2|0|1|0.0|27720.0
14|79247|653|18|635|59|2|0|1|0.0|7760.0
14|8954|653|18|635|32|2|0|1|0.0|3728.1
14|73831|653|18|635|32|2|0|1|0.0|1535.1
14|29262|653|18|635|17|2|0|1|0.0|10722.8
14|29262|653|18|635|59|2|0|1|0.0|12556.0
14|37371|653|18|635|32|2|0|1|0.0|5263.2
14|89417|653|18|635|32|2|0|1|0.0|11403.6
14|89417|653|18|635|17|2|0|1|0.0|13647.2
14|89417|653|18|635|59|2|0|1|0.0|18834.0
14|11220|653|18|635|87|1|0|0|0.0|870.0
14|11220|653|18|635|17|1|0|1|0.0|19400.0
14|83760|653|18|635|17|1|0|1|0.0|16090.0
14|70754|669|18|645-660|59|2|0|1|0.0|21673.3
14|20041|669|18|645-660|17|2|0|1|0.0|45740.0
14|20041|669|18|645-660|59|2|0|1|0.0|64466.7
14|20041|669|18|645-660|65|2|0|1|0.0|28497.7
14|5760|669|18|645-660|65|2|0|1|0.0|8512.3
14|80942|513|18|610-635|17|2|0|1|0.0|24597.0
14|38512|513|18|610-635|17|2|0|1|0.0|30336.3
14|84051|513|18|610-635|17|2|0|1|0.0|45863.4
14|84051|513|18|610-635|59|2|0|1|0.0|12852.0
14|2360|513|18|610-635|59|2|0|1|0.0|27702.0
14|52160|513|18|610-635|17|2|0|1|0.0|23626.6
